k6_support,k7_support,shared_shells,shared_shell_types,shared_distinct_shell_count,distinct_union_shells,distinct_union_shell_count,dropped_k6_shell,added_k7_shell,replacement_type,replacement_shape,mode_1,mode_1_shell,mode_1_type,mode_2,mode_2_shell,mode_2_type
69 117 190,69 117 182,69 117,B C,2,69 117 182 190,4,190,182,B->A,clean_distinct,-8 -7 -2,117,C,-2 4 -7,69,B
69 117 214,69 117 158,69 117,B C,2,69 117 158 214,4,214,158,B->A,clean_distinct,-10 -4 -1,117,C,-4 7 -2,69,B
69 117 238,69 117 134,69 117,B C,2,69 117 134 238,4,238,134,B->A,clean_distinct,-10 -4 -1,117,C,-1 -2 -8,69,B
69 125 140,69 125 248,69 125,B C,2,69 125 140 248,4,140,248,B->A,clean_distinct,-11 -2 0,125,C,-1 -8 -2,69,B
69 125 154,69 125 234,69 125,B C,2,69 125 154 234,4,154,234,B->A,clean_distinct,-11 -2 0,125,C,-2 1 -8,69,B
69 125 166,69 125 222,69 125,B C,2,69 125 166 222,4,166,222,B->A,clean_distinct,-11 -2 0,125,C,-2 4 -7,69,B
69 125 172,69 125 216,69 125,B C,2,69 125 172 216,4,172,216,B->A,clean_distinct,-10 -4 -3,125,C,-4 2 7,69,B
69 125 230,69 125 158,69 125,B C,2,69 125 158 230,4,230,158,B->A,clean_distinct,-10 -4 -3,125,C,-4 7 -2,69,B
69 125 238,69 125 150,69 125,B C,2,69 125 150 238,4,238,150,B->A,clean_distinct,-10 -4 -3,125,C,-1 2 8,69,B
69 137 196,69 137 216,69 137,B C,2,69 137 196 216,4,196,216,B->A,clean_distinct,-8 -8 -3,137,C,-4 2 7,69,B
69 145 174,69 145 254,69 145,B C,2,69 145 174 254,4,174,254,B->A,clean_distinct,-12 -1 0,145,C,-2 4 -7,69,B
69 145 210,69 145 218,69 145,B C,2,69 145 210 218,4,210,218,B->A,clean_distinct,-10 -6 -3,145,C,-2 -1 8,69,B
69 145 246,69 145 182,69 145,B C,2,69 145 182 246,4,246,182,B->A,clean_distinct,-12 -1 0,145,C,-2 8 -1,69,B
69 149 214,69 149 222,69 149,B C,2,69 149 214 222,4,214,222,B->A,clean_distinct,-12 -2 -1,149,C,-1 8 -2,69,B
69 149 230,69 149 206,69 149,B C,2,69 149 206 230,4,230,206,B->A,clean_distinct,-12 -2 -1,149,C,-2 7 4,69,B
69 153 190,69 153 254,69 153,B C,2,69 153 190 254,4,190,254,B->A,clean_distinct,-8 -8 -5,153,C,-2 -1 8,69,B
69 153 196,69 153 248,69 153,B C,2,69 153 196 248,4,196,248,B->A,clean_distinct,-11 -4 -4,153,C,-1 -2 8,69,B
69 153 210,69 153 234,69 153,B C,2,69 153 210 234,4,210,234,B->A,clean_distinct,-12 -3 0,153,C,-1 2 -8,69,B
69 153 228,69 153 216,69 153,B C,2,69 153 216 228,4,228,216,B->A,clean_distinct,-12 -3 0,153,C,-2 7 -4,69,B
69 153 238,69 153 206,69 153,B C,2,69 153 206 238,4,238,206,B->A,clean_distinct,-11 -4 -4,153,C,-4 2 7,69,B
69 157 204,69 157 248,69 157,B C,2,69 157 204 248,4,204,248,B->A,clean_distinct,-12 -3 -2,157,C,-2 -1 8,69,B
69 157 228,69 157 224,69 157,B C,2,69 157 224 228,4,228,224,B->A,clean_distinct,-11 -6 0,157,C,-1 2 -8,69,B
69 157 230,69 157 222,69 157,B C,2,69 157 222 230,4,230,222,B->A,clean_distinct,-12 -3 -2,157,C,-2 4 7,69,B
69 157 236,69 157 216,69 157,B C,2,69 157 216 236,4,236,216,B->A,clean_distinct,-12 -3 -2,157,C,-2 1 8,69,B
69 157 246,69 157 206,69 157,B C,2,69 157 206 246,4,246,206,B->A,clean_distinct,-12 -3 -2,157,C,-1 2 8,69,B
69 169 228,69 169 248,69 169,B C,2,69 169 228 248,4,228,248,B->A,clean_distinct,-12 -4 -3,169,C,-2 8 -1,69,B
69 173 230,69 173 254,69 173,B C,2,69 173 230 254,4,230,254,B->A,clean_distinct,-12 -5 -2,173,C,-1 -2 8,69,B
69 173 236,69 173 248,69 173,B C,2,69 173 236 248,4,236,248,B->A,clean_distinct,-13 -2 0,173,C,-1 8 -2,69,B
69 73 132,69 73 152,69 73,B C,2,69 73 132 152,4,132,152,B->A,clean_distinct,-8 -3 0,73,C,-2 7 -4,69,B
69 73 138,69 73 146,69 73,B C,2,69 73 138 146,4,138,146,B->A,clean_distinct,-8 -3 0,73,C,-1 2 -8,69,B
69 85 140,69 85 168,69 85,B C,2,69 85 140 168,4,140,168,B->A,clean_distinct,-9 -2 0,85,C,-1 8 -2,69,B
69 85 174,69 85 134,69 85,B C,2,69 85 134 174,4,174,134,B->A,clean_distinct,-9 -2 0,85,C,-2 4 -7,69,B
69 89 166,69 89 150,69 89,B C,2,69 89 150 166,4,166,150,B->A,clean_distinct,-9 -2 -2,89,C,-2 -1 8,69,B
69 97 138,69 97 194,69 97,B C,2,69 97 138 194,4,138,194,B->A,clean_distinct,-9 -4 0,97,C,-2 1 -8,69,B
70 116 154,70 116 218,70 116,B C,2,70 116 154 218,4,154,218,B->A,clean_distinct,-8 -6 -4,116,C,-5 6 -3,70,B
70 116 166,70 116 206,70 116,B C,2,70 116 166 206,4,166,206,B->A,clean_distinct,-10 -4 0,116,C,-3 5 -6,70,B
70 116 190,70 116 182,70 116,B C,2,70 116 182 190,4,190,182,B->A,clean_distinct,-8 -6 -4,116,C,-5 3 6,70,B
70 116 238,70 116 134,70 116,B C,2,70 116 134 238,4,238,134,B->A,clean_distinct,-10 -4 0,116,C,-5 6 -3,70,B
70 130 184,70 130 216,70 130,B C,2,70 130 184 216,4,184,216,B->A,clean_distinct,-9 -7 0,130,C,-3 5 -6,70,B
70 164 214,70 164 254,70 164,B C,2,70 164 214 254,4,214,254,B->A,clean_distinct,-10 -8 0,164,C,-3 5 -6,70,B
70 164 246,70 164 222,70 164,B C,2,70 164 222 246,4,246,222,B->A,clean_distinct,-8 -8 -6,164,C,-6 3 5,70,B
70 180 246,70 180 254,70 180,B C,2,70 180 246 254,4,246,254,B->A,clean_distinct,-10 -8 -4,180,C,-5 3 6,70,B
70 80 142,70 80 158,70 80,B C,2,70 80 142 158,4,142,158,B->A,clean_distinct,-8 -4 0,80,C,-3 5 -6,70,B
70 90 138,70 90 182,70 90,B C,2,70 90 138 182,4,138,182,B->A,clean_distinct,-8 -5 -1,90,C,-3 6 5,70,B
70 90 174,70 90 146,70 90,B C,2,70 90 146 174,4,174,146,B->A,clean_distinct,-8 -5 -1,90,C,-5 6 3,70,B
73 105 140,73 105 216,73 105,C B,2,73 105 140 216,4,140,216,B->A,clean_distinct,-10 -2 -1,105,B,0 -8 -3,73,C
73 105 174,73 105 182,73 105,C B,2,73 105 174 182,4,174,182,B->A,clean_distinct,-10 -2 -1,105,B,0 -3 8,73,C
73 105 204,73 105 152,73 105,C B,2,73 105 152 204,4,204,152,B->A,clean_distinct,-10 -2 -1,105,B,0 -8 3,73,C
73 105 210,73 105 146,73 105,C B,2,73 105 146 210,4,210,146,B->A,clean_distinct,-10 -2 -1,105,B,-1 -6 6,73,C
73 107 142,73 107 218,73 107,C B,2,73 107 142 218,4,142,218,B->A,clean_distinct,-9 -5 -1,107,B,-3 0 8,73,C
73 107 154,73 107 206,73 107,C B,2,73 107 154 206,4,154,206,B->A,clean_distinct,-9 -5 -1,107,B,-3 8 0,73,C
73 107 166,73 107 194,73 107,C B,2,73 107 166 194,4,166,194,B->A,clean_distinct,-9 -5 -1,107,B,0 -3 8,73,C
73 107 174,73 107 186,73 107,C B,2,73 107 174 186,4,174,186,B->A,clean_distinct,-8 -3 0,73,C,-3 7 -7,107,B
73 107 210,73 107 150,73 107,C B,2,73 107 150 210,4,210,150,B->A,clean_distinct,-9 -5 -1,107,B,-1 6 -6,73,C
73 107 214,73 107 146,73 107,C B,2,73 107 146 214,4,214,146,B->A,clean_distinct,-7 -7 -3,107,B,-6 1 6,73,C
73 115 230,73 115 146,73 115,C B,2,73 115 146 230,4,230,146,B->A,clean_distinct,-9 -5 -3,115,B,-6 6 1,73,C
73 121 140,73 121 248,73 121,C B,2,73 121 140 248,4,140,248,B->A,clean_distinct,-8 -3 0,73,C,-6 7 -6,121,B
73 121 154,73 121 234,73 121,C B,2,73 121 154 234,4,154,234,B->A,clean_distinct,-9 -6 -2,121,B,-6 6 -1,73,C
73 121 172,73 121 216,73 121,C B,2,73 121 172 216,4,172,216,B->A,clean_distinct,-11 0 0,121,B,-1 -6 -6,73,C
73 121 236,73 121 152,73 121,C B,2,73 121 152 236,4,236,152,B->A,clean_distinct,-9 -6 -2,121,B,-3 8 0,73,C
73 123 174,73 123 218,73 123,C B,2,73 123 174 218,4,174,218,B->A,clean_distinct,-11 -1 -1,123,B,-1 -6 6,73,C
73 123 198,73 123 194,73 123,C B,2,73 123 194 198,4,198,194,B->A,clean_distinct,-11 -1 -1,123,B,-1 6 6,73,C
73 123 246,73 123 146,73 123,C B,2,73 123 146 246,4,246,146,B->A,clean_distinct,-11 -1 -1,123,B,-3 0 8,73,C
73 129 198,73 129 206,73 129,C B,2,73 129 198 206,4,198,206,B->A,clean_distinct,-8 -7 -4,129,B,-6 6 1,73,C
73 129 236,73 129 168,73 129,C B,2,73 129 168 236,4,236,168,B->A,clean_distinct,-11 -2 -2,129,B,-3 0 8,73,C
73 129 246,73 129 158,73 129,C B,2,73 129 158 246,4,246,158,B->A,clean_distinct,-11 -2 -2,129,B,0 -8 -3,73,C
73 131 154,73 131 254,73 131,C B,2,73 131 154 254,4,154,254,B->A,clean_distinct,-11 -3 -1,131,B,-3 0 8,73,C
73 133 196,73 133 216,73 133,C B,2,73 133 196 216,4,196,216,B->A,clean_distinct,-9 -6 -4,133,B,-3 0 8,73,C
73 139 190,73 139 234,73 139,C B,2,73 139 190 234,4,190,234,B->A,clean_distinct,-11 -3 -3,139,B,-1 -6 6,73,C
73 139 230,73 139 194,73 139,C B,2,73 139 194 230,4,230,194,B->A,clean_distinct,-11 -3 -3,139,B,-3 0 8,73,C
73 141 210,73 141 218,73 141,C B,2,73 141 210 218,4,210,218,B->A,clean_distinct,-10 -5 -4,141,B,-3 0 8,73,C
73 141 246,73 141 182,73 141,C B,2,73 141 182 246,4,246,182,B->A,clean_distinct,-10 -5 -4,141,B,-1 -6 6,73,C
73 147 246,73 147 194,73 147,C B,2,73 147 194 246,4,246,194,B->A,clean_distinct,-11 -5 -1,147,B,-1 6 -6,73,C
73 161 214,73 161 254,73 161,C B,2,73 161 214 254,4,214,254,B->A,clean_distinct,-10 -6 -5,161,B,-3 0 8,73,C
73 161 246,73 161 222,73 161,C B,2,73 161 222 246,4,246,222,B->A,clean_distinct,-12 -4 -1,161,B,-1 6 -6,73,C
73 163 238,73 163 234,73 163,C B,2,73 163 234 238,4,238,234,B->A,clean_distinct,-9 -9 -1,163,B,-6 6 -1,73,C
73 177 246,73 177 254,73 177,C B,2,73 177 246 254,4,246,254,B->A,clean_distinct,-8 -8 -7,177,B,-6 1 6,73,C
73 75 138,73 75 158,73 75,C B,2,73 75 138 158,4,138,158,B->A,clean_distinct,-6 -6 -1,73,C,-5 5 -5,75,B
73 77 154,73 77 146,73 77,C B,2,73 77 146 154,4,154,146,B->A,clean_distinct,-8 -3 -2,77,B,-1 6 -6,73,C
73 77 166,73 77 134,73 77,C B,2,73 77 134 166,4,166,134,B->A,clean_distinct,-8 -3 -2,77,B,-3 0 8,73,C
73 81 140,73 81 168,73 81,C B,2,73 81 140 168,4,140,168,B->A,clean_distinct,-7 -4 -4,81,B,-1 -6 6,73,C
73 81 174,73 81 134,73 81,C B,2,73 81 134 174,4,174,134,B->A,clean_distinct,-8 -4 -1,81,B,-1 6 -6,73,C
73 83 166,73 83 146,73 83,C B,2,73 83 146 166,4,166,146,B->A,clean_distinct,-9 -1 -1,83,B,0 -8 3,73,C
73 93 198,73 93 134,73 93,C B,2,73 93 134 198,4,198,134,B->A,clean_distinct,-8 -5 -2,93,B,-6 6 1,73,C
73 99 138,73 99 206,73 99,C B,2,73 99 138 206,4,138,206,B->A,clean_distinct,-7 -5 -5,99,B,-6 -1 6,73,C
73 99 198,73 99 146,73 99,C B,2,73 99 146 198,4,198,146,B->A,clean_distinct,-8 -3 0,73,C,-1 7 -7,99,B
73 99 210,73 99 134,73 99,C B,2,73 99 134 210,4,210,134,B->A,clean_distinct,-8 -3 0,73,C,-5 7 -5,99,B
75 101 166,75 101 186,75 101,B C,2,75 101 166 186,4,166,186,B->A,clean_distinct,-10 -1 0,101,C,-1 5 -7,75,B
75 109 174,75 109 194,75 109,B C,2,75 109 174 194,4,174,194,B->A,clean_distinct,-10 -3 0,109,C,-1 5 -7,75,B
75 109 210,75 109 158,75 109,B C,2,75 109 158 210,4,210,158,B->A,clean_distinct,-8 -6 -3,109,C,-5 1 7,75,B
75 113 154,75 113 222,75 113,B C,2,75 113 154 222,4,154,222,B->A,clean_distinct,-9 -4 -4,113,C,-1 -7 5,75,B
75 113 190,75 113 186,75 113,B C,2,75 113 186 190,4,190,186,B->A,clean_distinct,-10 -3 -2,113,C,-1 7 -5,75,B
75 113 230,75 113 146,75 113,B C,2,75 113 146 230,4,230,146,B->A,clean_distinct,-10 -3 -2,113,C,-1 -7 5,75,B
75 117 166,75 117 218,75 117,B C,2,75 117 166 218,4,166,218,B->A,clean_distinct,-10 -4 -1,117,C,-1 7 -5,75,B
75 117 198,75 117 186,75 117,B C,2,75 117 186 198,4,198,186,B->A,clean_distinct,-10 -4 -1,117,C,-1 5 -7,75,B
75 117 238,75 117 146,75 117,B C,2,75 117 146 238,4,238,146,B->A,clean_distinct,-10 -4 -1,117,C,-5 7 -1,75,B
75 125 214,75 125 186,75 125,B C,2,75 125 186 214,4,214,186,B->A,clean_distinct,-8 -6 -5,125,C,-5 7 1,75,B
75 137 190,75 137 234,75 137,B C,2,75 137 190 234,4,190,234,B->A,clean_distinct,-8 -8 -3,137,C,-5 1 7,75,B
75 137 230,75 137 194,75 137,B C,2,75 137 194 230,4,230,194,B->A,clean_distinct,-11 -4 0,137,C,-1 5 -7,75,B
75 137 238,75 137 186,75 137,B C,2,75 137 186 238,4,238,186,B->A,clean_distinct,-10 -6 -1,137,C,-1 5 -7,75,B
75 149 214,75 149 234,75 149,B C,2,75 149 214 234,4,214,234,B->A,clean_distinct,-12 -2 -1,149,C,-1 5 7,75,B
75 149 230,75 149 218,75 149,B C,2,75 149 218 230,4,230,218,B->A,clean_distinct,-12 -2 -1,149,C,-1 7 -5,75,B
75 153 238,75 153 218,75 153,B C,2,75 153 218 238,4,238,218,B->A,clean_distinct,-10 -7 -2,153,C,-5 5 5,75,B
75 157 210,75 157 254,75 157,B C,2,75 157 210 254,4,210,254,B->A,clean_distinct,-12 -3 -2,157,C,-1 5 -7,75,B
75 157 230,75 157 234,75 157,B C,2,75 157 230 234,4,230,234,B->A,clean_distinct,-12 -3 -2,157,C,-1 7 -5,75,B
75 85 174,75 85 146,75 85,B C,2,75 85 146 174,4,174,146,B->A,clean_distinct,-7 -6 0,85,C,-5 7 -1,75,B
75 97 138,75 97 206,75 97,B C,2,75 97 138 206,4,138,206,B->A,clean_distinct,-9 -4 0,97,C,-5 7 -1,75,B
75 97 210,75 97 134,75 97,B C,2,75 97 134 210,4,210,134,B->A,clean_distinct,-9 -4 0,97,C,-1 7 -5,75,B
76 106 230,76 106 134,76 106,B C,2,76 106 134 230,4,230,134,B->A,clean_distinct,-9 -5 0,106,C,-6 6 -2,76,B
76 130 230,76 130 182,76 130,B C,2,76 130 182 230,4,230,182,B->A,clean_distinct,-9 -7 0,130,C,-6 6 -2,76,B
76 170 238,76 170 254,76 170,B C,2,76 170 238 254,4,238,254,B->A,clean_distinct,-9 -8 -5,170,C,-6 6 2,76,B
76 90 174,76 90 158,76 90,B C,2,76 90 158 174,4,174,158,B->A,clean_distinct,-7 -5 -4,90,C,-6 6 2,76,B
76 90 198,76 90 134,76 90,B C,2,76 90 134 198,4,198,134,B->A,clean_distinct,-8 -5 -1,90,C,-6 6 2,76,B
77 101 132,77 101 224,77 101,B C,2,77 101 132 224,4,132,224,B->A,clean_distinct,-10 -1 0,101,C,-2 -3 -8,77,B
77 101 138,77 101 218,77 101,B C,2,77 101 138 218,4,138,218,B->A,clean_distinct,-9 -4 -2,101,C,-2 8 3,77,B
77 101 140,77 101 216,77 101,B C,2,77 101 140 216,4,140,216,B->A,clean_distinct,-9 -4 -2,101,C,-3 -2 8,77,B
77 101 174,77 101 182,77 101,B C,2,77 101 174 182,4,174,182,B->A,clean_distinct,-9 -4 -2,101,C,-4 6 5,77,B
77 101 198,77 101 158,77 101,B C,2,77 101 158 198,4,198,158,B->A,clean_distinct,-9 -4 -2,101,C,-2 3 8,77,B
77 101 204,77 101 152,77 101,B C,2,77 101 152 204,4,204,152,B->A,clean_distinct,-9 -4 -2,101,C,-5 6 4,77,B
77 109 138,77 109 234,77 109,B C,2,77 109 138 234,4,138,234,B->A,clean_distinct,-10 -3 0,109,C,-3 2 -8,77,B
77 109 154,77 109 218,77 109,B C,2,77 109 154 218,4,154,218,B->A,clean_distinct,-8 -6 -3,109,C,-5 6 -4,77,B
77 109 166,77 109 206,77 109,B C,2,77 109 166 206,4,166,206,B->A,clean_distinct,-8 -6 -3,109,C,-2 -3 8,77,B
77 109 190,77 109 182,77 109,B C,2,77 109 182 190,4,190,182,B->A,clean_distinct,-8 -6 -3,109,C,-5 4 6,77,B
77 109 204,77 109 168,77 109,B C,2,77 109 168 204,4,204,168,B->A,clean_distinct,-8 -6 -3,109,C,-6 4 5,77,B
77 109 238,77 109 134,77 109,B C,2,77 109 134 238,4,238,134,B->A,clean_distinct,-8 -6 -3,109,C,-2 3 8,77,B
77 113 174,77 113 206,77 113,B C,2,77 113 174 206,4,174,206,B->A,clean_distinct,-10 -3 -2,113,C,-3 2 8,77,B
77 113 230,77 113 150,77 113,B C,2,77 113 150 230,4,230,150,B->A,clean_distinct,-10 -3 -2,113,C,-3 -2 8,77,B
77 117 154,77 117 234,77 117,B C,2,77 117 154 234,4,154,234,B->A,clean_distinct,-8 -7 -2,117,C,-4 6 5,77,B
77 117 166,77 117 222,77 117,B C,2,77 117 166 222,4,166,222,B->A,clean_distinct,-10 -4 -1,117,C,-4 5 6,77,B
77 117 172,77 117 216,77 117,B C,2,77 117 172 216,4,172,216,B->A,clean_distinct,-10 -4 -1,117,C,-4 6 5,77,B
77 117 236,77 117 152,77 117,B C,2,77 117 152 236,4,236,152,B->A,clean_distinct,-10 -4 -1,117,C,-4 6 -5,77,B
77 117 238,77 117 150,77 117,B C,2,77 117 150 238,4,238,150,B->A,clean_distinct,-10 -4 -1,117,C,-5 6 4,77,B
77 125 198,77 125 206,77 125,B C,2,77 125 198 206,4,198,206,B->A,clean_distinct,-10 -4 -3,125,C,-4 5 6,77,B
77 125 210,77 125 194,77 125,B C,2,77 125 194 210,4,210,194,B->A,clean_distinct,-10 -4 -3,125,C,-3 8 -2,77,B
77 125 236,77 125 168,77 125,B C,2,77 125 168 236,4,236,168,B->A,clean_distinct,-11 -2 0,125,C,-3 8 -2,77,B
77 137 174,77 137 254,77 137,B C,2,77 137 174 254,4,174,254,B->A,clean_distinct,-11 -4 0,137,C,-4 6 -5,77,B
77 137 246,77 137 182,77 137,B C,2,77 137 182 246,4,246,182,B->A,clean_distinct,-10 -6 -1,137,C,-4 5 -6,77,B
77 145 190,77 145 254,77 145,B C,2,77 145 190 254,4,190,254,B->A,clean_distinct,-12 -1 0,145,C,-2 8 -3,77,B
77 145 196,77 145 248,77 145,B C,2,77 145 196 248,4,196,248,B->A,clean_distinct,-9 -8 0,145,C,-5 4 -6,77,B
77 145 210,77 145 234,77 145,B C,2,77 145 210 234,4,210,234,B->A,clean_distinct,-10 -6 -3,145,C,-3 2 8,77,B
77 145 228,77 145 216,77 145,B C,2,77 145 216 228,4,228,216,B->A,clean_distinct,-9 -8 0,145,C,-5 6 -4,77,B
77 145 238,77 145 206,77 145,B C,2,77 145 206 238,4,238,206,B->A,clean_distinct,-10 -6 -3,145,C,-5 4 6,77,B
77 149 204,77 149 248,77 149,B C,2,77 149 204 248,4,204,248,B->A,clean_distinct,-12 -2 -1,149,C,-2 8 -3,77,B
77 149 228,77 149 224,77 149,B C,2,77 149 224 228,4,228,224,B->A,clean_distinct,-10 -7 0,149,C,-2 3 -8,77,B
77 149 230,77 149 222,77 149,B C,2,77 149 222 230,4,230,222,B->A,clean_distinct,-10 -7 0,149,C,-4 6 -5,77,B
77 149 236,77 149 216,77 149,B C,2,77 149 216 236,4,236,216,B->A,clean_distinct,-12 -2 -1,149,C,-2 8 3,77,B
77 149 246,77 149 206,77 149,B C,2,77 149 206 246,4,246,206,B->A,clean_distinct,-12 -2 -1,149,C,-2 3 8,77,B
77 157 246,77 157 222,77 157,B C,2,77 157 222 246,4,246,222,B->A,clean_distinct,-12 -3 -2,157,C,-2 8 -3,77,B
77 169 238,77 169 254,77 169,B C,2,77 169 238 254,4,238,254,B->A,clean_distinct,-12 -5 0,169,C,-3 8 -2,77,B
77 85 138,77 85 186,77 85,B C,2,77 85 138 186,4,138,186,B->A,clean_distinct,-9 -2 0,85,C,-2 3 -8,77,B
